1	31.789
2	30.8137
3	29.0958
4	28.1084
5	27.4204
6	26.7414
7	26.2252
8	25.4892
9	24.8475
10	24.3744
11	23.4191
12	23.3479
13	22.7731
14	21.9951
15	21.374
16	20.7307
17	20.4845
18	20.2592
19	20.1223
20	19.8262
21	19.4929
22	19.4848
23	19.1626
24	19.1777
25	18.8959
26	18.6882
27	18.3736
28	17.9206
29	17.7184
30	17.376
31	17.1543
32	17.0704
33	16.8889
34	16.5679
35	16.3691
36	16.2056
37	16.1138
38	15.9156
39	15.8224
40	15.573
41	15.446
42	15.4373
43	15.2043
44	15.2544
45	15.3798
46	15.3599
47	15.1794
48	15.144
49	14.8957
50	14.5846
51	14.6107
52	14.4247
53	14.4567
54	14.4016
55	14.307
56	14.4557
57	14.4535
58	14.317
59	14.2666
60	14.2398
61	14.2428
62	14.2201
63	14.2129
64	14.2129
65	14.2129
66	14.2129
67	14.2129
68	14.2129
69	14.219
70	14.2129
71	14.2129
72	14.2129
73	14.2129
74	14.2129
75	14.2089
76	14.1904
77	14.2349
78	14.4271
79	14.381
80	14.252
81	14.055
82	14.0245
83	14.0142
84	14.0142
85	14.0142
86	14.0142
87	14.0142
88	14.0142
89	14.0141
90	14.0132
91	14.0118
92	14.0107
93	14.0091
94	14.0083
95	13.9994
96	13.9858
97	13.9806
98	13.9648
99	13.9325
100	13.8612
101	13.8043
102	13.7665
103	13.7654
104	13.761
105	13.7489
106	13.7382
107	13.7854
108	13.7016
109	13.6756
110	13.6376
111	13.6221
112	13.6221
113	13.6197
114	13.6007
115	13.5621
116	13.5213
117	13.5082
118	13.5675
119	13.5792
120	13.6833
121	13.6314
122	13.619
123	13.41
124	13.4156
125	13.4558
126	13.3819
127	13.3816
128	13.3794
129	13.3757
130	13.3679
131	13.3622
132	13.3552
133	13.3438
134	13.3351
135	13.3351
136	13.3351
137	13.3351
138	13.3351
139	13.3351
140	13.3351
141	13.3351
142	13.3351
143	13.3351
144	13.3341
145	13.3278
146	13.3082
147	13.2875
148	13.2189
149	13.2705
150	13.3845
151	13.6437
152	13.3827
153	13.4385
154	13.2184
155	13.2456
156	13.0171
157	12.8109
158	12.7251
159	12.6769
160	12.6505
161	12.7289
162	12.6679
163	12.6148
164	12.4605
165	12.4932
166	12.484
167	12.3484
168	12.3185
169	12.2833
170	12.2332
171	12.1991
172	12.0195
173	11.874
174	11.7953
175	11.7189
176	11.7634
177	11.7088
178	11.6705
179	11.6993
180	11.7559
181	11.67
182	11.649
183	11.6247
184	11.5842
185	11.5694
186	11.573
187	11.5646
188	11.5619
189	11.5619
190	11.5619
191	11.5619
192	11.5619
193	11.5619
194	11.5619
195	11.5619
196	11.5619
197	11.5619
198	11.5598
199	11.5433
200	11.5206
201	11.4855
202	11.4771
203	11.4658
204	11.4586
205	11.4586
206	11.4586
207	11.4586
208	11.4586
209	11.4586
210	11.4586
211	11.4586
212	11.453
213	11.4251
214	11.6382
215	11.5539
216	11.3127
217	11.3139
218	11.1345
219	11.1342
220	11.1108
221	11.09
222	11.0874
223	11.0744
224	11.051
225	11.012
226	10.9815
227	10.9731
228	10.9601
229	10.9601
230	10.9601
231	10.9601
232	10.9601
233	10.9601
234	10.9601
235	10.9601
236	10.9601
237	10.9601
238	10.9601
239	10.9601
240	10.9601
241	10.9608
242	10.9601
243	10.9601
244	10.9601
245	10.9601
246	10.9601
247	10.9601
248	10.9601
249	10.9601
250	10.9601
251	10.9601
252	10.9601
253	10.9601
254	10.9601
255	10.9601
256	10.9601
257	10.9601
258	10.9593
259	10.9571
260	10.955
261	11.0616
262	11.4475
263	11.5005
264	11.7175
265	11.1223
266	10.9977
267	10.9236
268	10.9538
269	10.9391
270	10.8967
271	10.852
272	10.8281
273	10.8034
274	10.7933
275	10.8026
276	10.7692
277	10.7275
278	10.6394
279	10.599
280	10.5287
281	10.5108
282	10.5068
283	10.5048
284	10.5038
285	10.5038
286	10.5038
287	10.5038
288	10.5038
289	10.5038
290	10.5038
291	10.5038
292	10.5038
293	10.5038
294	10.5038
295	10.5038
296	10.5038
297	10.5047
298	10.5038
299	10.5038
300	10.4957
301	10.4426
302	10.3383
303	10.1221
304	10.0212
305	9.92639
306	9.914
307	9.86583
308	9.86583
309	9.86583
310	9.86583
311	9.86583
312	9.86583
