	1 	 126.133 	 0
	2 	 104.435 	 21.6982
	3 	 89.9165 	 19.1759
	4 	 84.7986 	 14.4931
	5 	 82.1212 	 11.5412
	6 	 80.577 	 9.54903
	7 	 79.5872 	 8.13086
	8 	 78.5421 	 7.11867
	9 	 77.884 	 6.31248
	10 	 77.8514 	 5.64615
	11 	 77.076 	 5.16568
	12 	 76.308 	 4.77772
	13 	 76.3069 	 4.39486
	14 	 75.8701 	 4.09223
	15 	 75.6133 	 3.81831
	16 	 75.5827 	 3.57183
	17 	 75.1825 	 3.37893
	18 	 74.9013 	 3.19807
	19 	 74.4954 	 3.05218
	20 	 74.3687 	 2.89833
	21 	 74.1378 	 2.76651
	22 	 73.9745 	 2.64282
	23 	 73.732 	 2.53691
	24 	 73.5403 	 2.43646
	25 	 73.3577 	 2.34409
	26 	 73.3823 	 2.25227
	27 	 73.2214 	 2.17321
	28 	 73.0179 	 2.10402
	29 	 72.8525 	 2.03691
	30 	 72.6731 	 1.976
	31 	 72.5089 	 1.91823
	32 	 72.3027 	 1.86873
	33 	 72.1314 	 1.8193
	34 	 71.9617 	 1.77312
	35 	 71.7526 	 1.73437
	36 	 71.6697 	 1.68754
	37 	 71.4584 	 1.65484
	38 	 71.3451 	 1.61468
	39 	 71.2559 	 1.57526
	40 	 71.1987 	 1.53644
	41 	 71.1739 	 1.4987
	42 	 71.0834 	 1.46539
	43 	 71.009 	 1.43283
	44 	 70.9695 	 1.40045
	45 	 70.937 	 1.36936
	46 	 70.8717 	 1.34085
	47 	 70.9208 	 1.31293
	48 	 70.9173 	 1.28529
	49 	 70.8607 	 1.26006
	50 	 70.8366 	 1.23483
	51 	 70.8409 	 1.21039
	52 	 70.7209 	 1.19293
	53 	 70.5803 	 1.17862
	54 	 70.5819 	 1.15659
	55 	 70.619 	 1.13597
	56 	 70.603 	 1.11562
	57 	 70.5558 	 1.09689
	58 	 70.5079 	 1.07887
	59 	 70.4856 	 1.06066
	60 	 70.4431 	 1.0437
	61 	 70.4436 	 1.02645
	62 	 70.4056 	 1.01047
	63 	 70.4219 	 0.994434
	64 	 70.4698 	 0.979947
	65 	 70.4588 	 0.964816
	66 	 70.4042 	 0.951652
	67 	 70.3292 	 0.940343
	68 	 70.2153 	 0.933381
	69 	 70.1498 	 0.922083
	70 	 70.0745 	 0.911934
	71 	 70.0273 	 0.900236
	72 	 69.9979 	 0.888132
	73 	 69.9329 	 0.878286
	74 	 69.9258 	 0.866365
	75 	 69.8096 	 0.862597
	76 	 69.7387 	 0.854114
	77 	 69.7028 	 0.843714
	78 	 69.7053 	 0.832831
	79 	 69.7257 	 0.822473
	80 	 69.7328 	 0.812159
	81 	 69.7239 	 0.802118
	82 	 69.7565 	 0.792944
	83 	 69.7427 	 0.783453
	84 	 69.6809 	 0.776533
	85 	 69.6061 	 0.770979
	86 	 69.5331 	 0.765452
	87 	 69.4847 	 0.758148
	88 	 69.4588 	 0.74993
	89 	 69.4019 	 0.743635
	90 	 69.2674 	 0.747528
	91 	 69.1731 	 0.745258
	92 	 69.1263 	 0.738596
	93 	 69.0883 	 0.7316
	94 	 69.0292 	 0.726181
	95 	 69.0015 	 0.719031
	96 	 68.9743 	 0.712022
	97 	 68.8965 	 0.708927
	98 	 68.8049 	 0.707608
	99 	 68.7266 	 0.704789
	100 	 68.7142 	 0.697815
	1 	 118.568 	 0
	2 	 110.855 	 7.71298
	3 	 107.177 	 5.77532
	4 	 105.189 	 4.5422
	5 	 105.219 	 3.51851
	6 	 106.626 	 3.19902
	7 	 107.974 	 3.02106
	8 	 108.489 	 2.66645
	9 	 108.786 	 2.37023
	10 	 109.675 	 2.29907
	11 	 109.517 	 2.08557
	12 	 109.385 	 1.90845
	13 	 109.668 	 1.77812
	14 	 109.37 	 1.673
	15 	 109.202 	 1.56646
	16 	 108.97 	 1.48361
	17 	 108.958 	 1.39366
	18 	 108.68 	 1.34302
	19 	 108.48 	 1.28607
	20 	 108.647 	 1.23145
	21 	 108.797 	 1.18093
	22 	 108.904 	 1.13103
	23 	 108.925 	 1.08096
	24 	 109.07 	 1.04505
	25 	 109.281 	 1.02426
	26 	 109.051 	 1.01067
	27 	 109.286 	 1.00069
	28 	 109.456 	 0.979041
	29 	 109.552 	 0.949552
	30 	 109.492 	 0.919326
	31 	 109.472 	 0.889391
	32 	 109.49 	 0.861335
	33 	 109.482 	 0.834867
	34 	 109.355 	 0.819795
	35 	 109.116 	 0.831042
	36 	 109.037 	 0.811466
	37 	 108.958 	 0.793198
	38 	 109.04 	 0.776406
	39 	 108.935 	 0.76355
	40 	 108.924 	 0.744298
	41 	 108.714 	 0.755524
	42 	 108.426 	 0.791617
	43 	 108.227 	 0.798373
	44 	 107.991 	 0.814753
	45 	 107.964 	 0.796894
	46 	 108.01 	 0.780735
	47 	 107.951 	 0.766256
	48 	 107.701 	 0.790597
	49 	 107.609 	 0.779815
	50 	 107.548 	 0.766488
	51 	 107.597 	 0.752957
	52 	 107.575 	 0.738661
	53 	 107.439 	 0.737282
	54 	 107.458 	 0.72374
	55 	 107.444 	 0.710593
	56 	 107.532 	 0.703253
	57 	 107.536 	 0.69082
	58 	 107.449 	 0.684387
	59 	 107.451 	 0.672691
	60 	 107.388 	 0.664366
	61 	 107.225 	 0.673362
	62 	 107.26 	 0.663303
	63 	 107.261 	 0.65269
	64 	 107.182 	 0.64725
	65 	 106.944 	 0.680156
	66 	 106.788 	 0.687545
	67 	 106.674 	 0.686853
	68 	 106.613 	 0.67938
	69 	 106.72 	 0.677928
	70 	 106.778 	 0.670727
	71 	 106.809 	 0.66194
	72 	 106.758 	 0.654681
	73 	 106.739 	 0.645954
	74 	 106.675 	 0.640305
	75 	 106.572 	 0.640014
	76 	 106.606 	 0.632428
	77 	 106.618 	 0.624276
	78 	 106.624 	 0.616245
	79 	 106.645 	 0.608783
	80 	 106.599 	 0.602907
	81 	 106.552 	 0.597273
	82 	 106.52 	 0.59081
	83 	 106.519 	 0.58365
	84 	 106.523 	 0.576677
	85 	 106.501 	 0.570283
	86 	 106.52 	 0.563912
	87 	 106.519 	 0.557393
	88 	 106.521 	 0.551024
	89 	 106.507 	 0.544974
	90 	 106.516 	 0.538961
	91 	 106.425 	 0.540694
	92 	 106.426 	 0.534786
	93 	 106.382 	 0.530831
	94 	 106.354 	 0.525902
	95 	 106.35 	 0.520351
	96 	 106.317 	 0.516003
	97 	 106.236 	 0.51692
	98 	 106.233 	 0.511628
	99 	 106.3 	 0.510783
	100 	 106.35 	 0.508128
	1 	 131.009 	 0
	2 	 125.718 	 5.29121
	3 	 124.266 	 3.38247
	4 	 122.084 	 3.23699
	5 	 119.342 	 3.71603
	6 	 119.269 	 3.035
	7 	 119.896 	 2.64057
	8 	 119.725 	 2.29319
	9 	 119.437 	 2.04284
	10 	 119.398 	 1.82758
	11 	 119.217 	 1.66292
	12 	 119.447 	 1.53533
	13 	 119.573 	 1.41791
	14 	 119.348 	 1.33194
	15 	 119.045 	 1.27651
	16 	 118.741 	 1.23213
	17 	 118.818 	 1.15995
	18 	 118.249 	 1.23254
	19 	 117.901 	 1.2169
	20 	 117.944 	 1.15527
	21 	 117.85 	 1.10291
	22 	 117.703 	 1.06178
	23 	 117.861 	 1.0268
	24 	 117.742 	 0.990212
	25 	 117.559 	 0.967278
	26 	 117.741 	 0.946987
	27 	 117.727 	 0.911345
	28 	 117.758 	 0.878723
	29 	 117.863 	 0.854399
	30 	 117.876 	 0.825528
	31 	 117.941 	 0.801133
	32 	 118.006 	 0.77837
	33 	 117.801 	 0.781826
	34 	 117.378 	 0.868486
	35 	 117.177 	 0.866826
	36 	 117.137 	 0.843367
	37 	 117.092 	 0.821481
