0 -0.769927 0.00360547
1 -0.770323 0.00371146
2 -0.769403 0.00350403
3 -0.769959 0.00318868
4 -0.770785 0.00345359
5 -0.770336 0.00335095
6 -0.770404 0.00333894
7 -0.770775 0.00327818
8 -0.771107 0.00322008
9 -0.772097 0.00354489
10 -0.771299 0.00384137
11 -0.770939 0.00357024
12 -0.771332 0.0034352
13 -0.771215 0.00355338
14 -0.77246 0.00365251
15 -0.772979 0.00335163
16 -0.77307 0.0031821
17 -0.773142 0.00324218
18 -0.773136 0.0028877
19 -0.773176 0.00312313
20 -0.774219 0.00296687
21 -0.774437 0.00284926
22 -0.774977 0.0028341
23 -0.774793 0.00308894
24 -0.774495 0.00291688
25 -0.773692 0.00285712
26 -0.774666 0.00246685
27 -0.774088 0.00241585
28 -0.773507 0.00251806
29 -0.772843 0.00238466
30 -0.771523 0.00253402
31 -0.772444 0.00273546
32 -0.772931 0.00280431
33 -0.773484 0.00279377
34 -0.774132 0.00276247
35 -0.774496 0.00292618
36 -0.773465 0.00291725
37 -0.773579 0.00308762
38 -0.774015 0.00311843
39 -0.773731 0.00310729
40 -0.773305 0.00310386
41 -0.774367 0.00290743
42 -0.774712 0.00283949
43 -0.774957 0.00267328
44 -0.775698 0.0029559
45 -0.775078 0.0028415
46 -0.774492 0.00254392
47 -0.776582 0.00223676
48 -0.776238 0.00222984
49 -0.776078 0.00213657
50 -0.776017 0.00212801
51 -0.776115 0.0020791
52 -0.775921 0.00207375
53 -0.775804 0.00230026
54 -0.774174 0.00246329
55 -0.774906 0.00256222
56 -0.774771 0.00259734
57 -0.774307 0.00259009
58 -0.774311 0.00250939
59 -0.774742 0.0025683
60 -0.776485 0.00260015
61 -0.777038 0.00245615
62 -0.776287 0.00240663
63 -0.775644 0.00251402
64 -0.776554 0.00259023
65 -0.777045 0.00267937
66 -0.777814 0.00255543
67 -0.777657 0.00252215
68 -0.777958 0.00255937
69 -0.777962 0.002601
70 -0.778205 0.00236806
71 -0.777711 0.00235922
72 -0.778109 0.00237399
73 -0.778766 0.00238832
74 -0.777611 0.00201487
75 -0.776314 0.00238943
76 -0.77609 0.00268251
77 -0.774559 0.00293673
78 -0.774952 0.00313141
79 -0.774112 0.00329168
80 -0.774223 0.00322979
81 -0.77432 0.00336757
82 -0.774404 0.0033743
83 -0.774127 0.00334958
84 -0.774102 0.00347623
85 -0.773608 0.00348728
86 -0.772986 0.00338917
87 -0.77215 0.00342915
88 -0.772533 0.00321617
89 -0.772519 0.00315741
90 -0.772093 0.00298101
91 -0.772358 0.00302725
92 -0.771529 0.00284168
93 -0.771795 0.00286479
94 -0.772882 0.00273999
95 -0.772428 0.00278051
96 -0.773342 0.00272471
97 -0.77395 0.00269883
98 -0.774217 0.00265263
99 -0.773969 0.00266533
100 -0.775174 0.00271635
101 -0.775578 0.00281681
102 -0.774854 0.00267226
103 -0.77449 0.00262299
104 -0.773538 0.00271019
105 -0.774224 0.00274103
106 -0.774305 0.0029866
107 -0.774243 0.00296115
108 -0.7733 0.00288898
109 -0.773879 0.00286218
110 -0.774903 0.00302324
111 -0.774981 0.00305029
112 -0.776092 0.00301789
113 -0.775862 0.00311728
114 -0.775688 0.00325329
115 -0.776343 0.00330066
116 -0.777079 0.0031128
117 -0.777784 0.00338773
118 -0.777454 0.00330229
119 -0.777563 0.00337169
120 -0.777732 0.00316549
121 -0.778154 0.00297365
122 -0.776164 0.00314426
123 -0.776412 0.00327915
124 -0.776994 0.00336133
125 -0.776839 0.00343082
126 -0.776324 0.00330798
127 -0.775311 0.00324788
128 -0.775578 0.00317893
129 -0.776238 0.00293779
130 -0.777946 0.00299272
131 -0.777528 0.00273548
132 -0.778145 0.00267675
133 -0.778291 0.00288247
134 -0.778335 0.00270482
135 -0.778597 0.0027855
136 -0.780262 0.00286684
137 -0.780539 0.00287796
138 -0.780074 0.00298727
