49.0944	49.2078	50.5512
48.4539	48.4717	50.5349
48.882	47.5074	49.6252
48.3367	46.9107	49.7168
48.0964	46.4952	50.8843
48.6691	45.6426	50.3093
49.3724	44.704	49.9405
49.3724	44.704	49.9405
48.1726	45.0796	49.4518
48.2655	44.5732	49.5482
47.7676	44.7993	48.8921
48.5359	44.5753	49.9352
47.6445	45.048	49.9113
46.7209	44.3281	50.1531
46.4904	44.0601	49.36
46.4904	44.0601	49.36
46.3237	44.9534	48.5248
46.4251	44.0315	48.8254
46.4251	44.0315	48.8254
46.4251	44.0315	48.8254
45.8707	43.4695	49.2239
45.9039	43.7044	48.7291
45.9039	43.7044	48.7291
46.3905	43.8117	48.5187
46.582	44.1593	48.0062
46.7512	43.0518	46.9609
47.2997	43.3695	46.0098
47.2997	43.3695	46.0098
47.2997	43.3695	46.0098
48.2935	42.4746	44.9472
48.6511	43.2406	43.9475
48.6511	43.2406	43.9475
48.6511	43.2406	43.9475
49.4096	43.6809	42.9287
49.4096	43.6809	42.9287
48.2737	43.632	42.9932
48.8144	42.9072	42.6065
48.8144	42.9072	42.6065
48.8144	42.9072	42.6065
47.688	42.8843	43.0948
47.688	42.8843	43.0948
47.1649	43.5997	42.4646
47.1649	43.5997	42.4646
46.3864	43.4601	43.2195
47.0834	43.0356	42.8124
47.6538	44.2288	41.749
47.2105	44.9946	40.6167
47.7327	44.5265	40.2329
48.8906	45.1699	41.4027
48.8906	45.1699	41.4027
49.4208	44.2042	40.6697
48.7645	43.9884	39.9862
49.0385	43.6303	39.8866
47.9594	43.8422	38.7767
47.9594	43.8422	38.7767
47.116	43.4302	39.0887
45.9662	42.8245	39.9158
45.9662	42.8245	39.9158
46.8484	42.6734	39.3361
46.6242	43.2174	38.4821
46.6242	43.2174	38.4821
46.6242	43.2174	38.4821
45.8896	43.0857	39.5672
45.8896	43.0857	39.5672
45.0187	43.5883	39.3589
45.4684	42.9595	40.5286
44.852	42.6143	41.6686
44.852	42.6143	41.6686
44.9588	43.5087	41.1362
44.0198	42.4247	40.1953
44.0198	42.4247	40.1953
44.7336	43.1472	39.1026
45.6104	42.5531	38.5979
45.7413	42.6827	38.6341
44.647	42.2446	37.9972
45.2357	42.1826	36.8761
45.2357	42.1826	36.8761
45.3911	41.0215	36.4847
44.5724	40.9338	36.0888
44.5001	40.6785	36.7858
44.6566	39.6969	36.5401
44.5973	39.6414	35.5233
44.0191	39.2154	34.621
45.2177	38.7565	33.7033
44.7303	37.6491	33.3269
43.9125	37.2996	32.9866
43.6431	36.8756	33.5812
43.0454	37.2425	33.457
42.7342	36.9681	32.699
41.6042	37.0084	32.7924
42.6342	37.8577	33.108
42.4931	36.7946	32.6881
41.7013	36.8299	33.7436
40.5797	36.1698	34.1657
40.5797	36.1698	34.1657
40.3116	35.6619	33.2408
40.3116	35.6619	33.2408
40.3116	35.6619	33.2408
39.6226	35.9589	33.5835
39.6226	35.9589	33.5835
38.8853	35.1208	32.4008
38.8853	35.1208	32.4008
39.8847	35.3311	32.0691
39.8847	35.3311	32.0691
40.7497	35.6367	31.1917
40.8485	36.7202	30.0074
40.0993	37.8704	29.9375
39.9866	37.0165	29.5881
39.9866	37.0165	29.5881
39.9866	37.0165	29.5881
39.9866	37.0165	29.5881
39.9866	37.0165	29.5881
40.8727	36.68	28.5155
40.8727	36.68	28.5155
40.8727	36.68	28.5155
40.5807	36.0061	28.5451
40.3989	35.1295	29.6772
41.0922	34.5723	30.2188
40.5598	35.4802	30.3193
40.0712	34.4605	31.3085
41.0979	33.3033	31.8867
41.8681	33.083	31.9188
40.6957	32.7396	31.4817
40.6957	32.7396	31.4817
40.6957	32.7396	31.4817
40.8054	33.5403	30.8737
40.8054	33.5403	30.8737
40.0715	34.0755	30.7027
40.0715	34.0755	30.7027
39.0158	33.054	29.9061
38.333	33.3694	30.3411
38.333	33.3694	30.3411
38.333	33.3694	30.3411
38.333	33.3694	30.3411
37.7442	34.3128	30.8569
38.0529	34.017	30.7019
36.9894	34.3886	31.3276
36.102	35.5099	30.8089
35.9796	34.3908	30.137
35.9796	34.3908	30.137
35.8226	35.1017	30.4348
35.4913	34.1592	31.292
34.8047	33.2049	31.9621
35.3274	32.1302	32.1632
36.0919	31.7116	31.1016
36.107	30.5349	30.3358
36.107	30.5349	30.3358
36.5036	31.4039	29.6632
36.5036	31.4039	29.6632
36.4344	31.9073	29.1133
35.4236	31.5137	29.2024
35.8473	30.7256	28.2182
36.9525	31.0482	27.1226
36.9525	31.0482	27.1226
36.529	31.4424	26.6291
35.679	32.5054	25.4443
36.3229	32.1842	25.1217
36.1806	31.7808	25.9073
36.1806	31.7808	25.9073
36.8292	31.4601	26.3129
36.6442	31.7913	26.4563
35.5202	30.6134	26.2662
35.5202	30.6134	26.2662
34.4268	31.5232	26.6767
34.4268	31.5232	26.6767
35.5225	31.1199	25.8801
35.8457	31.9595	25.4271
35.1215	31.726	25.3979
35.4256	32.7782	24.7765
36.3765	31.8724	25.1816
36.3765	31.8724	25.1816
37.5112	31.1539	24.8216
38.5221	31.2134	25.3045
38.152	31.2684	25.2312
38.152	31.2684	25.2312
38.152	31.2684	25.2312
38.3168	32.1234	24.3905
38.3703	32.4582	23.9597
38.3703	32.4582	23.9597
37.3808	33.3965	23.8181
36.7231	34.3397	23.1293
36.7231	34.3397	23.1293
36.7083	33.7869	22.6556
36.7083	33.7869	22.6556
35.6911	33.2273	22.1514
36.1966	32.4964	22.1673
35.3615	33.1663	22.9826
34.537	32.3291	22.7054
34.537	32.3291	22.7054
34.1978	33.2474	21.9484
34.4885	32.5215	22.1965
34.4885	32.5215	22.1965
33.9507	32.1052	21.8804
35.0236	32.0818	21.5006
33.9794	31.6121	21.6905
33.4386	32.6294	20.5562
33.8568	32.0548	19.5696
35.054	31.1493	20.5462
35.7429	30.4202	21.6339
34.8205	30.1757	20.7022
34.8205	30.1757	20.7022
34.8205	30.1757	20.7022
33.8123	30.4414	20.1198
32.8634	30.0604	19.5201
32.8151	29.9741	19.8593
32.5791	29.7304	19.0098
32.5791	29.7304	19.0098
32.7265	28.8818	18.9163
31.5382	28.4535	18.6839
30.4268	28.138	19.417
31.4392	27.2671	19.4335
31.4392	27.2671	19.4335
31.3349	26.3705	20.4915
32.0764	25.5357	20.3948
32.0764	25.5357	20.3948
31.7486	26.4524	19.8543
30.7793	27.6472	19.6703
30.8736	27.9834	19.0491
30.4611	28.057	18.9394
30.4611	28.057	18.9394
30.1248	27.2034	19.0512
30.1248	27.2034	19.0512
30.0747	26.3656	19.5163
30.0747	26.3656	19.5163
29.6325	25.4319	19.8289
29.3028	24.2333	20.2668
29.1785	23.2739	19.8245
28.5896	22.8148	19.141
28.5896	22.8148	19.141
28.5896	22.8148	19.141
27.5812	22.7776	19.0429
27.4706	23.3081	18.158
27.8195	22.3859	19.308
26.8104	23.4387	18.4876
27.6593	23.5633	18.251
26.8595	23.8425	17.0856
27.7486	23.5763	17.8171
27.7486	23.5763	17.8171
28.4123	22.5444	17.5214
28.4123	22.5444	17.5214
28.4123	22.5444	17.5214
29.1574	21.9247	17.1504
29.3723	21.5856	16.6001
29.5726	20.6204	16.1401
28.6488	20.1529	17.1487
28.6488	20.1529	17.1487
28.6488	20.1529	17.1487
28.5911	19.2702	16.5108
28.5911	19.2702	16.5108
28.5911	19.2702	16.5108
27.8572	19.5467	15.9835
27.8572	19.5467	15.9835
27.8572	19.5467	15.9835
26.8794	19.1203	14.9999
26.8794	19.1203	14.9999
27.919	18.2041	15.879
27.919	18.2041	15.879
27.8155	18.9099	15.3558
26.9053	19.4614	14.7974
26.9053	19.4614	14.7974
26.9053	19.4614	14.7974
27.4211	18.3857	15.3136
27.4211	18.3857	15.3136
26.3743	18.2592	15.5286
26.3743	18.2592	15.5286
26.3743	18.2592	15.5286
26.3418	18.9917	15.7926
25.1706	18.0419	14.6648
25.1706	18.0419	14.6648
25.1706	18.0419	14.6648
25.7648	17.6014	13.7793
24.7754	17.6796	14.5973
25.0461	18.5241	13.5783
25.0461	18.5241	13.5783
25.2435	17.4662	13.3559
24.1628	17.6289	12.8122
23.5967	17.3379	12.6844
23.1333	16.4546	13.5547
23.1333	16.4546	13.5547
23.1333	16.4546	13.5547
23.1333	16.4546	13.5547
22.4755	15.8062	14.5668
