	1 	 1.9783123e-21 	 0
	2 	 1.97119605e-21 	 7.11625217e-24
	3 	 1.96418384e-21 	 8.12720638e-24
	4 	 1.95855699e-21 	 8.04282863e-24
	5 	 1.95545345e-21 	 6.96019171e-24
	6 	 1.95572168e-21 	 5.68929954e-24
	7 	 1.95976395e-21 	 6.2817208e-24
	8 	 1.96746058e-21 	 9.42513055e-24
	9 	 1.97820462e-21 	 1.35840715e-23
	10 	 1.99100306e-21 	 1.76471382e-23
	11 	 2.00463139e-21 	 2.09888273e-23
	12 	 2.01782468e-21 	 2.32631043e-23
	13 	 2.02943372e-21 	 2.4345115e-23
	14 	 2.03855075e-21 	 2.43132777e-23
	15 	 2.04458779e-21 	 2.34256978e-23
	16 	 2.04731885e-21 	 2.20822692e-23
	17 	 2.04687633e-21 	 2.07474e-23
	18 	 2.04367493e-21 	 1.98210808e-23
	19 	 2.03829279e-21 	 1.9506088e-23
	20 	 2.03135025e-21 	 1.97645539e-23
	21 	 2.02342574e-21 	 2.04017588e-23
	22 	 2.01501299e-21 	 2.11935586e-23
	23 	 2.00654412e-21 	 2.19506441e-23
	24 	 1.9984158e-21 	 2.25332574e-23
	25 	 1.99099396e-21 	 2.28519497e-23
	26 	 1.98458215e-21 	 2.28725344e-23
	27 	 1.97937257e-21 	 2.26172602e-23
	28 	 1.9754304e-21 	 2.21481954e-23
	29 	 1.97271572e-21 	 2.15425512e-23
	30 	 1.97112736e-21 	 2.08726047e-23
	31 	 1.97053661e-21 	 2.01967116e-23
	32 	 1.970781e-21 	 1.9556909e-23
	33 	 1.97165132e-21 	 1.89749832e-23
	34 	 1.97288753e-21 	 1.8449899e-23
	35 	 1.97420325e-21 	 1.7963255e-23
	36 	 1.97536002e-21 	 1.74954297e-23
	37 	 1.97627781e-21 	 1.70407452e-23
	38 	 1.97710653e-21 	 1.66069336e-23
	39 	 1.97817838e-21 	 1.6210985e-23
	40 	 1.97984409e-21 	 1.58880708e-23
	41 	 1.98232893e-21 	 1.56936791e-23
